customer_ID,Platform,Content,TimeStamp,Sentiment Score,Intent
CUST2025YO,Instagram,Retail leasing is the next big move 🏢,2025-03-19 09:26:42,0.56,General Sentiment
CUST2025NC,Twitter,Exploring some new commercial spaces for my next venture!,2024-10-23 08:12:30,0.25,General Sentiment
CUST2025NC,Facebook,Retail leasing is the next big move 🏢,2025-02-13 09:52:13,-0.75,Complaint
CUST2025NC,Facebook,Can't wait for my business trip to London! 🛫,2025-01-07 23:53:26,0.92,Purchase Intent
CUST2025DE,Facebook,Just binged the new season on Amazon Prime!,2024-12-20 19:24:28,-0.27,Complaint
CUST2025DE,Facebook,MacBook setup day! Love it 😍,2025-02-26 12:31:32,-0.91,Purchase Intent
CUST2025DE,Twitter,MacBook setup day! Love it 😍,2025-03-21 09:01:58,1.0,Purchase Intent
CUST2025DE,Twitter,Late night cravings? Uber Eats to the rescue 🍕,2025-02-23 03:24:50,0.01,Feedback
CUST2025DE,Facebook,Just binged the new season on Amazon Prime!,2025-03-17 20:51:35,0.47,General Sentiment
CUST2025SU,Twitter,Trader Joe's has the best snacks!,2024-12-27 14:33:45,0.59,Feedback
CUST2025SU,Facebook,Late night cravings? Uber Eats to the rescue 🍕,2024-12-11 06:44:49,-0.81,Feedback
CUST2025SU,Facebook,Back on the grind at Planet Fitness 🏋️,2024-12-27 19:59:16,-0.05,General Sentiment
CUST2025XG,Instagram,Exploring some new commercial spaces for my next venture!,2024-12-22 07:13:15,-0.49,Complaint
CUST2025XG,Facebook,Canon EOS is perfect for portraits!,2024-11-20 21:28:58,0.32,General Sentiment
CUST2025XG,Instagram,GrubHub never disappoints 😋,2025-03-06 03:22:43,-0.03,Feedback
CUST2025XG,Facebook,Canon EOS is perfect for portraits!,2024-12-08 08:18:15,0.07,General Sentiment
CUST2025XG,Facebook,Retail leasing is the next big move 🏢,2024-12-30 21:32:36,0.35,General Sentiment
CUST2025UR,Facebook,Test shots with my new Sony Alpha 📸,2024-11-13 10:38:26,-0.43,Complaint
CUST2025UR,Twitter,Late night cravings? Uber Eats to the rescue 🍕,2025-01-26 18:13:02,0.53,Feedback
CUST2025UR,Instagram,Retail leasing is the next big move 🏢,2024-11-02 10:45:22,-0.34,Complaint
CUST2025UR,Instagram,Shopping spree at Louis Vuitton today 💼✨,2024-12-25 16:29:21,0.87,Purchase Intent
CUST2025MD,Facebook,Shopping spree at Louis Vuitton today 💼✨,2025-02-19 03:48:18,-0.78,Purchase Intent
CUST2025MD,Instagram,Shopping spree at Louis Vuitton today 💼✨,2024-11-24 05:58:39,-0.2,Purchase Intent
CUST2025MD,Facebook,Shopping spree at Louis Vuitton today 💼✨,2024-11-24 11:26:59,-0.04,Purchase Intent
CUST2025MD,Facebook,GrubHub never disappoints 😋,2025-03-15 10:27:12,0.04,Feedback
CUST2025XI,Instagram,Retail leasing is the next big move 🏢,2024-09-27 19:41:18,0.5,General Sentiment
CUST2025XI,Instagram,MacBook setup day! Love it 😍,2024-11-12 18:34:40,-0.58,Purchase Intent
CUST2025XI,Facebook,Shopping spree at Louis Vuitton today 💼✨,2024-12-07 02:39:33,-0.1,Purchase Intent
CUST2025XI,Twitter,MacBook setup day! Love it 😍,2025-02-10 13:16:59,0.97,Purchase Intent
CUST2025ZD,Instagram,Just binged the new season on Amazon Prime!,2025-01-20 04:37:40,0.04,General Sentiment
CUST2025OB,Instagram,Weekly grocery haul from Walmart 🛒,2025-02-17 04:04:53,0.5,General Sentiment
CUST2025SL,Instagram,Just landed in the Maldives 🌴 #vacationvibes,2025-03-12 18:39:09,-0.39,Complaint
CUST2025SL,Facebook,Canon EOS is perfect for portraits!,2024-11-15 13:55:01,0.63,Feedback
CUST2025SL,Facebook,Trader Joe's has the best snacks!,2025-03-09 09:19:50,0.04,Feedback
CUST2025FC,Twitter,Back on the grind at Planet Fitness 🏋️,2024-10-27 07:21:00,-0.01,General Sentiment
CUST2025FC,Facebook,Equinox workouts hit different 💪,2024-11-11 19:33:20,0.93,Feedback
CUST2025FC,Instagram,GrubHub never disappoints 😋,2025-02-04 19:47:59,-0.08,Feedback
CUST2025FC,Instagram,Just landed in the Maldives 🌴 #vacationvibes,2025-01-01 03:03:18,0.98,Feedback
CUST2025AP,Twitter,Can't wait for my business trip to London! 🛫,2025-02-23 01:08:16,0.86,Purchase Intent
CUST2025AP,Instagram,Just binged the new season on Amazon Prime!,2025-02-08 02:04:49,-0.76,Complaint
CUST2025AP,Facebook,Just landed in the Maldives 🌴 #vacationvibes,2025-02-05 02:53:05,0.13,General Sentiment
CUST2025AP,Twitter,Loving my new Gucci outfit! #fashion #luxury,2024-11-22 20:44:18,0.41,Feedback
CUST2025SQ,Facebook,Back on the grind at Planet Fitness 🏋️,2025-03-09 04:11:45,-0.71,Complaint
CUST2025SQ,Facebook,Netflix & chill kind of evening 🎬,2025-03-16 14:38:28,-0.24,Complaint
CUST2025SQ,Instagram,Just landed in the Maldives 🌴 #vacationvibes,2024-11-17 23:42:02,0.19,General Sentiment
CUST2025IT,Instagram,Retail leasing is the next big move 🏢,2024-12-18 00:09:40,-0.08,General Sentiment
CUST2025IT,Twitter,Back on the grind at Planet Fitness 🏋️,2024-10-01 07:44:24,-0.33,Complaint
CUST2025IT,Instagram,Just landed in the Maldives 🌴 #vacationvibes,2024-12-03 15:40:29,-0.68,Complaint
CUST2025IT,Instagram,Late night cravings? Uber Eats to the rescue 🍕,2024-10-09 06:39:28,-0.99,Feedback
CUST2025YF,Instagram,Trader Joe's has the best snacks!,2024-10-24 08:18:04,0.13,Feedback
CUST2025YF,Instagram,Late night cravings? Uber Eats to the rescue 🍕,2025-02-22 14:38:28,0.39,Feedback
CUST2025YF,Twitter,Loving my new Gucci outfit! #fashion #luxury,2024-10-23 10:56:57,-0.79,Feedback
CUST2025YF,Facebook,MacBook setup day! Love it 😍,2025-03-25 08:16:54,-0.09,Purchase Intent
CUST2025YF,Twitter,Weekly grocery haul from Walmart 🛒,2025-01-27 15:21:24,-0.78,Complaint
CUST2025WN,Twitter,Loving my new Gucci outfit! #fashion #luxury,2025-02-04 08:07:33,0.61,Feedback
CUST2025RQ,Twitter,Equinox workouts hit different 💪,2024-12-03 08:12:02,0.94,Feedback
CUST2025RQ,Twitter,Shopping spree at Louis Vuitton today 💼✨,2024-11-09 17:04:08,-0.26,Purchase Intent
CUST2025RQ,Instagram,Equinox workouts hit different 💪,2024-12-10 12:53:37,-0.36,Complaint
CUST2025RQ,Facebook,Canon EOS is perfect for portraits!,2024-09-25 00:25:22,-0.45,Complaint
CUST2025RQ,Instagram,Shopping spree at Louis Vuitton today 💼✨,2024-11-13 07:01:29,0.77,Purchase Intent
CUST2025PI,Facebook,Equinox workouts hit different 💪,2025-01-02 15:19:21,0.02,General Sentiment
CUST2025PI,Twitter,Loving my new Gucci outfit! #fashion #luxury,2024-10-19 00:27:22,0.5,Feedback
CUST2025PI,Facebook,Canon EOS is perfect for portraits!,2025-01-29 11:20:11,-0.93,Complaint
CUST2025PI,Facebook,Can't wait for my business trip to London! 🛫,2024-09-29 17:14:33,0.22,Purchase Intent
CUST2025QJ,Instagram,MacBook setup day! Love it 😍,2025-02-20 21:39:19,0.74,Purchase Intent
CUST2025QJ,Twitter,Finally got the new iPhone! 📱,2025-01-18 12:06:38,0.07,Purchase Intent
CUST2025QJ,Instagram,Shopping spree at Louis Vuitton today 💼✨,2025-01-11 19:04:06,0.62,Purchase Intent
CUST2025NH,Instagram,Test shots with my new Sony Alpha 📸,2025-01-05 19:22:11,-0.93,Complaint
CUST2025NH,Twitter,MacBook setup day! Love it 😍,2024-10-24 12:10:46,0.88,Purchase Intent
CUST2025NH,Facebook,Loving my new Gucci outfit! #fashion #luxury,2024-10-30 05:55:49,-0.8,Feedback
CUST2025NH,Instagram,Exploring some new commercial spaces for my next venture!,2024-10-01 03:09:30,-0.49,Complaint
CUST2025NH,Instagram,Retail leasing is the next big move 🏢,2025-03-07 14:37:37,0.89,Feedback
CUST2025NN,Twitter,Test shots with my new Sony Alpha 📸,2024-10-08 05:18:29,-0.94,Complaint
CUST2025NN,Facebook,Trader Joe's has the best snacks!,2025-01-21 09:50:14,0.25,Feedback
CUST2025PT,Instagram,Exploring some new commercial spaces for my next venture!,2025-02-27 20:37:04,-0.66,Complaint
CUST2025PT,Twitter,Canon EOS is perfect for portraits!,2025-02-28 09:37:14,-0.16,General Sentiment
CUST2025PT,Twitter,Late night cravings? Uber Eats to the rescue 🍕,2025-03-09 22:19:00,0.55,Feedback
CUST2025PT,Twitter,Test shots with my new Sony Alpha 📸,2025-02-19 17:48:56,0.11,General Sentiment
CUST2025KV,Twitter,MacBook setup day! Love it 😍,2024-11-02 13:33:50,-0.93,Purchase Intent
CUST2025KV,Facebook,Exploring some new commercial spaces for my next venture!,2024-09-26 09:51:05,0.36,General Sentiment
CUST2025NJ,Twitter,Late night cravings? Uber Eats to the rescue 🍕,2024-12-14 14:45:42,0.35,Feedback
CUST2025NJ,Instagram,Late night cravings? Uber Eats to the rescue 🍕,2025-03-18 17:29:59,-0.56,Feedback
CUST2025NJ,Instagram,Shopping spree at Louis Vuitton today 💼✨,2025-01-09 08:34:52,0.22,Purchase Intent
CUST2025NJ,Twitter,Shopping spree at Louis Vuitton today 💼✨,2025-02-27 18:17:10,-0.46,Purchase Intent
CUST2025BP,Instagram,Back on the grind at Planet Fitness 🏋️,2024-12-21 15:16:04,-0.9,Complaint
CUST2025BP,Instagram,Finally got the new iPhone! 📱,2025-01-24 02:52:30,0.19,Purchase Intent
CUST2025BP,Twitter,Back on the grind at Planet Fitness 🏋️,2025-02-09 08:51:29,-0.33,Complaint
CUST2025UJ,Instagram,Loving my new Gucci outfit! #fashion #luxury,2024-12-15 12:03:59,0.76,Feedback
CUST2025UJ,Twitter,Just binged the new season on Amazon Prime!,2025-01-07 21:17:51,0.31,General Sentiment
CUST2025UJ,Instagram,Loving my new Gucci outfit! #fashion #luxury,2024-12-13 16:41:29,0.47,Feedback
CUST2025KZ,Instagram,Late night cravings? Uber Eats to the rescue 🍕,2024-12-20 19:16:14,0.68,Feedback
CUST2025WT,Twitter,Can't wait for my business trip to London! 🛫,2024-10-04 02:39:58,-0.37,Purchase Intent
CUST2025EJ,Instagram,GrubHub never disappoints 😋,2025-02-24 00:31:49,0.81,Feedback
CUST2025EJ,Instagram,Just binged the new season on Amazon Prime!,2025-01-23 14:53:40,-0.67,Complaint
CUST2025EJ,Twitter,Just binged the new season on Amazon Prime!,2024-10-09 21:08:50,-0.07,General Sentiment
CUST2025EJ,Twitter,Back on the grind at Planet Fitness 🏋️,2024-11-09 20:31:37,-0.14,General Sentiment
CUST2025UQ,Facebook,MacBook setup day! Love it 😍,2025-02-19 23:20:35,0.96,Purchase Intent
CUST2025UQ,Twitter,Weekly grocery haul from Walmart 🛒,2025-01-06 20:04:37,-0.33,Complaint
CUST2025UQ,Twitter,Canon EOS is perfect for portraits!,2024-12-28 17:27:03,-0.92,Complaint
CUST2025UQ,Instagram,Just landed in the Maldives 🌴 #vacationvibes,2024-11-25 06:14:19,0.42,General Sentiment
CUST2025IW,Twitter,Netflix & chill kind of evening 🎬,2025-02-23 19:24:17,-0.81,Complaint
CUST2025PJ,Instagram,Netflix & chill kind of evening 🎬,2024-10-19 21:55:23,0.02,General Sentiment
CUST2025CL,Facebook,Just landed in the Maldives 🌴 #vacationvibes,2025-01-17 15:10:32,0.64,Feedback
CUST2025CL,Instagram,Back on the grind at Planet Fitness 🏋️,2025-02-02 10:11:19,0.58,General Sentiment
CUST2025CL,Instagram,Trader Joe's has the best snacks!,2024-10-19 16:19:28,0.71,Feedback
CUST2025CL,Facebook,Just binged the new season on Amazon Prime!,2025-02-14 16:16:06,-0.82,Complaint
CUST2025BE,Facebook,Canon EOS is perfect for portraits!,2024-12-10 12:46:49,0.9,Feedback
CUST2025BE,Instagram,Back on the grind at Planet Fitness 🏋️,2024-12-23 07:41:48,0.19,General Sentiment
CUST2025BE,Facebook,Finally got the new iPhone! 📱,2024-12-02 13:21:08,0.81,Purchase Intent
CUST2025BE,Facebook,Late night cravings? Uber Eats to the rescue 🍕,2024-10-03 08:53:17,-0.15,Feedback
CUST2025UC,Facebook,Trader Joe's has the best snacks!,2025-03-10 00:33:00,-0.21,Feedback
CUST2025CT,Facebook,Equinox workouts hit different 💪,2025-01-02 17:52:39,0.64,Feedback
CUST2025LR,Instagram,Canon EOS is perfect for portraits!,2024-10-08 19:04:33,-0.7,Complaint
CUST2025IG,Instagram,Trader Joe's has the best snacks!,2025-01-04 13:20:40,0.75,Feedback
CUST2025OX,Twitter,Weekly grocery haul from Walmart 🛒,2025-03-12 08:30:09,0.31,General Sentiment
CUST2025OX,Facebook,Just binged the new season on Amazon Prime!,2024-10-24 18:55:43,0.5,General Sentiment
CUST2025OX,Twitter,Back on the grind at Planet Fitness 🏋️,2024-10-05 09:39:04,-0.8,Complaint
CUST2025TA,Instagram,Finally got the new iPhone! 📱,2025-03-06 21:28:22,0.57,Purchase Intent
CUST2025TA,Instagram,Exploring some new commercial spaces for my next venture!,2025-03-05 01:28:06,0.68,Feedback
CUST2025TA,Twitter,Canon EOS is perfect for portraits!,2024-10-20 10:11:17,0.34,General Sentiment
CUST2025TA,Facebook,Shopping spree at Louis Vuitton today 💼✨,2024-11-21 03:27:16,-0.8,Purchase Intent
CUST2025JF,Twitter,GrubHub never disappoints 😋,2025-01-05 22:20:00,-0.17,Feedback
CUST2025GV,Facebook,Shopping spree at Louis Vuitton today 💼✨,2024-11-24 18:33:07,1.0,Purchase Intent
CUST2025GV,Twitter,Retail leasing is the next big move 🏢,2025-01-29 09:55:06,0.67,Feedback
CUST2025GV,Facebook,Just landed in the Maldives 🌴 #vacationvibes,2024-10-22 19:09:41,-0.75,Complaint
CUST2025GV,Facebook,Loving my new Gucci outfit! #fashion #luxury,2024-11-27 09:10:52,-0.57,Feedback
CUST2025AU,Instagram,Finally got the new iPhone! 📱,2025-02-04 07:24:49,0.36,Purchase Intent
CUST2025AU,Facebook,Late night cravings? Uber Eats to the rescue 🍕,2024-11-26 03:43:09,0.19,Feedback
CUST2025AU,Facebook,Retail leasing is the next big move 🏢,2024-12-03 15:24:44,-0.82,Complaint
CUST2025FV,Twitter,Canon EOS is perfect for portraits!,2025-03-05 16:48:08,0.04,General Sentiment
CUST2025FV,Twitter,Late night cravings? Uber Eats to the rescue 🍕,2025-01-11 03:59:44,-0.49,Feedback
CUST2025FV,Twitter,Netflix & chill kind of evening 🎬,2025-03-21 17:33:18,0.17,General Sentiment
CUST2025FV,Facebook,Exploring some new commercial spaces for my next venture!,2025-03-16 18:38:29,-0.95,Complaint
CUST2025KX,Twitter,MacBook setup day! Love it 😍,2024-12-07 01:16:11,-0.14,Purchase Intent
CUST2025KX,Instagram,Trader Joe's has the best snacks!,2024-12-01 23:45:27,-0.05,Feedback
CUST2025KX,Twitter,Weekly grocery haul from Walmart 🛒,2025-03-16 08:00:18,0.74,Feedback
CUST2025KX,Instagram,Equinox workouts hit different 💪,2025-02-05 04:30:37,0.27,General Sentiment
CUST2025LE,Instagram,Just binged the new season on Amazon Prime!,2024-11-01 22:20:31,-0.87,Complaint
CUST2025LE,Facebook,Netflix & chill kind of evening 🎬,2024-10-02 11:03:10,0.09,General Sentiment
CUST2025LE,Instagram,Can't wait for my business trip to London! 🛫,2024-11-16 09:26:02,-0.66,Purchase Intent
CUST2025LE,Twitter,Can't wait for my business trip to London! 🛫,2024-10-15 23:02:09,0.6,Purchase Intent
CUST2025LE,Facebook,Netflix & chill kind of evening 🎬,2025-02-26 18:06:08,0.87,Feedback
CUST2025ME,Instagram,Just binged the new season on Amazon Prime!,2025-02-03 08:17:07,0.93,Feedback
CUST2025HZ,Instagram,Back on the grind at Planet Fitness 🏋️,2024-11-05 07:20:04,-0.31,Complaint
CUST2025HZ,Facebook,Retail leasing is the next big move 🏢,2025-02-17 00:18:28,-0.15,General Sentiment
CUST2025DN,Facebook,Just landed in the Maldives 🌴 #vacationvibes,2025-01-15 05:36:12,-0.43,Complaint
CUST2025NY,Instagram,Just binged the new season on Amazon Prime!,2024-11-16 19:11:26,-0.92,Complaint
CUST2025NY,Twitter,Shopping spree at Louis Vuitton today 💼✨,2024-10-06 09:03:10,0.86,Purchase Intent
CUST2025NY,Twitter,Loving my new Gucci outfit! #fashion #luxury,2024-10-01 10:11:45,-0.35,Feedback
CUST2025KT,Instagram,Finally got the new iPhone! 📱,2025-01-05 10:01:53,-0.18,Purchase Intent
CUST2025KT,Facebook,GrubHub never disappoints 😋,2025-02-17 04:21:37,-1.0,Feedback
CUST2025KT,Instagram,Just landed in the Maldives 🌴 #vacationvibes,2025-03-10 12:32:10,0.66,Feedback
CUST2025KT,Twitter,Just binged the new season on Amazon Prime!,2024-10-27 05:30:22,0.24,General Sentiment
CUST2025LB,Facebook,Exploring some new commercial spaces for my next venture!,2025-03-01 05:05:49,-0.0,General Sentiment
CUST2025MW,Instagram,Just binged the new season on Amazon Prime!,2025-03-17 22:25:47,0.41,General Sentiment
CUST2025MW,Instagram,Just binged the new season on Amazon Prime!,2025-03-22 03:30:58,0.65,Feedback
CUST2025MW,Instagram,Canon EOS is perfect for portraits!,2024-11-12 19:14:30,0.95,Feedback
CUST2025MY,Instagram,Weekly grocery haul from Walmart 🛒,2025-03-19 09:21:25,-0.48,Complaint
CUST2025MY,Twitter,Retail leasing is the next big move 🏢,2024-12-26 13:31:20,-0.38,Complaint
CUST2025MY,Instagram,Loving my new Gucci outfit! #fashion #luxury,2024-11-09 10:24:31,-0.98,Feedback
CUST2025MY,Instagram,Canon EOS is perfect for portraits!,2025-03-18 00:19:54,-0.84,Complaint
CUST2025EA,Facebook,Canon EOS is perfect for portraits!,2025-01-15 08:08:22,0.03,General Sentiment
CUST2025TD,Twitter,Late night cravings? Uber Eats to the rescue 🍕,2025-03-17 21:23:14,-0.55,Feedback
CUST2025OH,Facebook,Weekly grocery haul from Walmart 🛒,2024-12-27 15:47:31,-0.63,Complaint
CUST2025OH,Facebook,Late night cravings? Uber Eats to the rescue 🍕,2025-02-02 15:10:13,0.84,Feedback
CUST2025OH,Instagram,Test shots with my new Sony Alpha 📸,2025-03-23 15:55:14,0.03,General Sentiment
CUST2025DH,Twitter,MacBook setup day! Love it 😍,2024-10-27 13:40:00,0.02,Purchase Intent
CUST2025DH,Instagram,Shopping spree at Louis Vuitton today 💼✨,2024-10-10 23:47:08,0.19,Purchase Intent
CUST2025XA,Instagram,Can't wait for my business trip to London! 🛫,2024-10-31 19:40:01,-0.22,Purchase Intent
CUST2025XA,Instagram,Late night cravings? Uber Eats to the rescue 🍕,2024-12-04 15:30:57,0.18,Feedback
CUST2025XA,Instagram,Shopping spree at Louis Vuitton today 💼✨,2024-11-28 20:27:12,-0.7,Purchase Intent
CUST2025TJ,Facebook,Weekly grocery haul from Walmart 🛒,2025-03-25 07:43:26,-0.74,Complaint
CUST2025TJ,Instagram,Shopping spree at Louis Vuitton today 💼✨,2024-10-05 20:06:36,0.41,Purchase Intent
CUST2025OS,Twitter,Late night cravings? Uber Eats to the rescue 🍕,2024-10-20 05:50:23,0.39,Feedback
CUST2025YB,Facebook,Just landed in the Maldives 🌴 #vacationvibes,2024-11-12 15:40:45,-0.33,Complaint
CUST2025HP,Facebook,Equinox workouts hit different 💪,2025-03-12 02:39:30,0.26,General Sentiment
CUST2025LS,Instagram,MacBook setup day! Love it 😍,2024-10-05 06:39:17,0.25,Purchase Intent
CUST2025LS,Twitter,Finally got the new iPhone! 📱,2024-12-24 23:00:31,0.29,Purchase Intent
CUST2025LS,Instagram,Netflix & chill kind of evening 🎬,2025-02-08 15:20:04,0.8,Feedback
CUST2025DK,Instagram,Shopping spree at Louis Vuitton today 💼✨,2025-03-09 03:31:11,0.78,Purchase Intent
CUST2025DK,Twitter,Trader Joe's has the best snacks!,2025-01-18 17:24:54,-0.72,Feedback
CUST2025JN,Twitter,Trader Joe's has the best snacks!,2025-03-15 17:44:30,0.38,Feedback
CUST2025JN,Twitter,Equinox workouts hit different 💪,2024-10-23 09:04:35,0.77,Feedback
CUST2025JN,Twitter,Weekly grocery haul from Walmart 🛒,2025-03-03 03:49:01,0.05,General Sentiment
CUST2025TG,Twitter,Finally got the new iPhone! 📱,2025-03-08 02:37:26,0.03,Purchase Intent
CUST2025TG,Twitter,Exploring some new commercial spaces for my next venture!,2024-12-16 00:53:19,-0.35,Complaint
CUST2025TG,Twitter,Just binged the new season on Amazon Prime!,2024-10-20 14:19:41,-0.76,Complaint
CUST2025TG,Twitter,GrubHub never disappoints 😋,2024-10-09 08:00:26,0.33,Feedback
CUST2025RJ,Instagram,Just landed in the Maldives 🌴 #vacationvibes,2025-03-18 21:46:27,-0.29,Complaint
CUST2025RJ,Facebook,Weekly grocery haul from Walmart 🛒,2024-10-25 12:33:52,0.98,Feedback
CUST2025RJ,Instagram,Netflix & chill kind of evening 🎬,2024-10-27 06:20:46,0.39,General Sentiment
CUST2025KE,Facebook,Back on the grind at Planet Fitness 🏋️,2025-01-17 01:27:24,-0.45,Complaint
CUST2025KE,Twitter,GrubHub never disappoints 😋,2025-03-20 12:35:30,-0.3,Feedback
CUST2025KE,Instagram,Retail leasing is the next big move 🏢,2024-12-15 07:44:36,-0.53,Complaint
CUST2025QX,Instagram,Finally got the new iPhone! 📱,2025-03-14 06:45:56,-0.46,Purchase Intent
CUST2025QX,Instagram,Just landed in the Maldives 🌴 #vacationvibes,2024-11-21 18:58:27,0.38,General Sentiment
CUST2025QX,Twitter,Netflix & chill kind of evening 🎬,2024-12-23 20:06:44,0.73,Feedback
CUST2025HH,Instagram,Finally got the new iPhone! 📱,2024-11-21 22:10:36,-0.32,Purchase Intent
CUST2025HH,Instagram,Can't wait for my business trip to London! 🛫,2025-03-10 00:15:57,0.71,Purchase Intent
CUST2025HH,Instagram,Retail leasing is the next big move 🏢,2025-01-12 18:19:45,-0.15,General Sentiment
CUST2025HH,Facebook,Weekly grocery haul from Walmart 🛒,2024-11-27 08:42:46,-0.73,Complaint
CUST2025BI,Instagram,GrubHub never disappoints 😋,2025-02-20 08:32:04,0.93,Feedback
CUST2025BI,Twitter,Test shots with my new Sony Alpha 📸,2025-02-10 20:25:24,0.85,Feedback
CUST2025BI,Facebook,Just binged the new season on Amazon Prime!,2024-10-08 05:17:10,-0.38,Complaint
CUST2025BI,Facebook,Finally got the new iPhone! 📱,2024-11-16 07:35:17,-0.92,Purchase Intent
CUST2025FK,Twitter,Just landed in the Maldives 🌴 #vacationvibes,2025-01-02 04:57:22,-0.28,Complaint
CUST2025FK,Twitter,Test shots with my new Sony Alpha 📸,2024-12-07 20:36:16,-0.32,Complaint
CUST2025FK,Twitter,Late night cravings? Uber Eats to the rescue 🍕,2025-02-20 06:22:07,-0.69,Feedback
CUST2025VZ,Instagram,Equinox workouts hit different 💪,2025-03-15 07:24:15,0.8,Feedback
CUST2025VZ,Twitter,Loving my new Gucci outfit! #fashion #luxury,2025-01-05 12:20:22,0.62,Feedback
CUST2025WB,Instagram,Equinox workouts hit different 💪,2025-02-22 18:38:19,0.25,General Sentiment
CUST2025QQ,Twitter,Test shots with my new Sony Alpha 📸,2024-11-16 12:56:18,-0.27,Complaint
CUST2025IA,Facebook,Just binged the new season on Amazon Prime!,2025-01-06 12:11:02,0.78,Feedback
CUST2025IA,Instagram,Weekly grocery haul from Walmart 🛒,2024-12-24 05:22:03,-0.81,Complaint
CUST2025IA,Twitter,Loving my new Gucci outfit! #fashion #luxury,2025-01-13 21:21:43,-0.86,Feedback
CUST2025IA,Instagram,Weekly grocery haul from Walmart 🛒,2025-02-10 12:10:40,-0.47,Complaint
CUST2025IA,Facebook,Shopping spree at Louis Vuitton today 💼✨,2025-02-12 14:47:13,0.73,Purchase Intent
CUST2025MX,Instagram,Can't wait for my business trip to London! 🛫,2025-03-06 11:11:54,-0.14,Purchase Intent
CUST2025MX,Twitter,Weekly grocery haul from Walmart 🛒,2024-10-05 10:06:52,-0.19,General Sentiment
CUST2025MX,Twitter,Exploring some new commercial spaces for my next venture!,2025-03-10 19:54:14,-0.88,Complaint
CUST2025IY,Instagram,Shopping spree at Louis Vuitton today 💼✨,2024-11-03 17:53:39,-0.02,Purchase Intent
CUST2025IY,Twitter,Can't wait for my business trip to London! 🛫,2024-11-05 00:55:44,-0.85,Purchase Intent
CUST2025TI,Twitter,MacBook setup day! Love it 😍,2025-03-23 17:17:45,0.1,Purchase Intent
CUST2025TI,Twitter,Can't wait for my business trip to London! 🛫,2024-11-02 05:10:57,-0.07,Purchase Intent
CUST2025TI,Twitter,Weekly grocery haul from Walmart 🛒,2024-12-20 18:09:20,0.86,Feedback
CUST2025TI,Twitter,Equinox workouts hit different 💪,2024-11-11 11:09:21,-0.03,General Sentiment
CUST2025QK,Instagram,GrubHub never disappoints 😋,2025-02-06 08:21:07,-0.45,Feedback
CUST2025QK,Facebook,Canon EOS is perfect for portraits!,2025-02-13 07:02:48,-0.18,General Sentiment
CUST2025LP,Instagram,GrubHub never disappoints 😋,2024-11-12 08:18:04,0.2,Feedback
CUST2025LP,Instagram,Equinox workouts hit different 💪,2025-01-24 03:28:48,0.82,Feedback
CUST2025LP,Twitter,Trader Joe's has the best snacks!,2024-11-13 10:51:50,-0.73,Feedback
CUST2025LP,Instagram,Equinox workouts hit different 💪,2024-11-27 01:43:57,0.76,Feedback
CUST2025LP,Twitter,Just landed in the Maldives 🌴 #vacationvibes,2024-10-07 01:34:06,-0.76,Complaint
CUST2025CS,Twitter,Just landed in the Maldives 🌴 #vacationvibes,2025-03-15 11:07:47,-0.41,Complaint
CUST2025CS,Instagram,Test shots with my new Sony Alpha 📸,2024-10-30 03:42:30,0.14,General Sentiment
CUST2025CS,Facebook,Exploring some new commercial spaces for my next venture!,2025-02-14 19:38:42,0.82,Feedback
CUST2025CS,Instagram,Can't wait for my business trip to London! 🛫,2024-09-28 09:49:10,-0.16,Purchase Intent
CUST2025NP,Facebook,Weekly grocery haul from Walmart 🛒,2025-03-19 19:15:33,0.3,General Sentiment
CUST2025EW,Twitter,Shopping spree at Louis Vuitton today 💼✨,2025-01-29 16:56:51,0.91,Purchase Intent
CUST2025XB,Twitter,Loving my new Gucci outfit! #fashion #luxury,2025-02-28 05:20:14,0.02,Feedback
CUST2025XB,Instagram,Late night cravings? Uber Eats to the rescue 🍕,2025-01-15 22:46:20,0.19,Feedback
CUST2025XB,Twitter,Netflix & chill kind of evening 🎬,2025-03-07 04:50:56,0.45,General Sentiment
CUST2025TN,Facebook,Finally got the new iPhone! 📱,2024-12-28 16:56:41,-0.37,Purchase Intent
CUST2025TN,Twitter,Finally got the new iPhone! 📱,2025-02-07 13:46:09,0.76,Purchase Intent
CUST2025TN,Twitter,Just landed in the Maldives 🌴 #vacationvibes,2025-03-14 07:38:39,0.53,General Sentiment
CUST2025DB,Instagram,Loving my new Gucci outfit! #fashion #luxury,2024-10-30 02:34:07,-0.42,Feedback
CUST2025DB,Twitter,Weekly grocery haul from Walmart 🛒,2025-01-23 01:37:50,-0.16,General Sentiment
CUST2025IC,Twitter,Can't wait for my business trip to London! 🛫,2024-12-21 08:09:22,0.88,Purchase Intent
CUST2025IC,Facebook,Canon EOS is perfect for portraits!,2024-11-18 08:17:27,-0.02,General Sentiment
CUST2025IC,Instagram,Test shots with my new Sony Alpha 📸,2025-03-19 00:06:59,-0.13,General Sentiment
CUST2025IC,Facebook,Just landed in the Maldives 🌴 #vacationvibes,2024-12-30 17:11:23,-0.31,Complaint
CUST2025IC,Facebook,Back on the grind at Planet Fitness 🏋️,2025-03-11 17:51:26,-0.99,Complaint
CUST2025WS,Instagram,Test shots with my new Sony Alpha 📸,2025-02-13 10:54:41,0.29,General Sentiment
